active_period,mint_count,burn_count,swap_count,mint_mean_period,burn_mean_period,swap_mean_period,token_burn_ratio,swapIn,swapOut,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,is_rugpull
11720364,1,1,11,0,11720364,139,0.0,7,4,14.285714285714286,82.3857740840527,90.56,0.0,True,True
2016,1,1,45,0,2016,34,0.0,45,0,2.127659574468085,76.17646373821484,77.44,0.0,True,True
2736,1,1,25,0,2736,748,0.0,24,1,20.0,36.81492632071943,43.48,0.0,True,True
10463676,1,1,2425,0,1600428,278299,4.49,1420,1005,1.0,65.37039926449886,0.12,4.49,True,False
58008,1,1,2,0,58008,1152,0.0,2,0,33.333333333333336,71.81032562707585,91.84,0.0,True,True
1068,1,1,8,0,1068,649,0.0,8,0,10.0,86.5547687883227,92.11,0.0,True,True
168,1,1,4,0,168,30,0.0,2,2,50.0,25.25785422398348,67.86,0.0,True,True
972,1,1,6,0,972,112,92.89,5,1,33.333333333333336,73.11380763348785,7.1,92.89,True,True
12638028,78,29,1648,2660931,3448178,2498855,4.31,649,999,1.2195121951219512,82.07090583980334,0.0,4.31,True,False
396,1,1,11,0,396,55,0.0,11,0,8.333333333333334,67.59357415218304,70.6,0.0,True,True
723156,2,1,1475,4566,417660,18070,0.0,733,742,1.0,22.02951656301154,0.0,0.0,True,False
19116,1,0,140,0,0,1868,0.0,99,41,100.0,0.0100000000000051,0.0,0.0,True,True
147000,2,1,56,852,2892,4188,0.0,54,2,1.851851851851852,32.048373044739954,23.66,0.0,True,True
58392,1,0,73,0,0,1300,0.0,57,16,100.0,0.0699999999999931,0.0,0.0,True,True
9110928,1,0,2314,0,0,179538,0.0,1367,947,1.0,66.50356982899488,0.0,0.0,True,False
7052484,1,1,1233,0,7052484,21432,0.0,670,563,1.162790697674419,68.7099820952886,69.32,0.0,True,False
12462480,176,1,1412,60150,7862448,628504,0.0,583,829,1.0526315789473684,70.80383378707235,0.0,0.0,True,False
2832,1,0,16,0,0,1311,0.0,11,5,100.0,0.0,0.0,0.0,True,True
2196,1,1,4,0,2196,426,0.0,3,1,25.0,51.57244904016097,33.43,0.0,True,True
7860456,1,1,327,0,7860456,34460,1.4,150,177,2.1739130434782608,77.28083797029701,78.46,1.4,True,True
540,1,1,15,0,480,136,0.0,9,6,16.666666666666668,54.29562536091957,55.52,0.0,True,True
8988,1,1,30,0,8988,702,0.0,26,4,4.0,63.42278297268262,65.76,0.0,True,True
516,1,1,12,0,516,404,0.0,6,6,20.0,84.11629687521913,95.23,0.0,True,True
48852,1,1,133,0,48852,1744,0.0,100,33,1.6129032258064515,64.35832497469451,3.99,65.28,True,True
696564,1,1,0,0,696564,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
12635220,1,1,7879,0,517680,2565682,0.0,4448,3431,1.0,32.366544455656694,0.0,0.0,True,False
57120,1,0,54,0,0,8229,0.0,41,13,100.0,0.0,0.0,0.0,True,True
1389720,1,0,117,0,0,30649,23.81,51,66,5.2631578947368425,62.1692818884561,5.39,23.81,True,False
6648,1,1,19,0,6648,541,0.0,18,1,14.285714285714286,45.98768965712455,51.9,0.0,True,True
2664,1,0,81,0,0,873,0.0,64,17,100.0,0.0,0.0,0.0,True,True
108,1,1,4,0,108,27,0.0,4,0,20.0,63.47747632034532,73.73,0.0,True,True
10216644,1,1,82,0,1152,124957,0.0,69,13,1.639344262295082,46.81019119807132,47.65,0.0,True,True
43068,1,1,90,0,43068,1685,0.0,90,0,1.25,37.5367393362823,36.14,0.0,True,True
5117232,1,1,391,0,5117232,18913,0.0,162,229,1.96078431372549,75.97446336969894,77.06,0.0,True,True
2910552,39,2,230,1074,2910396,16423,0.0,97,133,3.8461538461538463,88.6176972254327,90.7,0.0,True,True
9438828,1,1,294,0,9438828,77312,0.0,128,166,3.4482758620689653,77.61093488544708,79.45,0.0,True,False
2292,1,0,25,0,0,733,0.0,20,5,100.0,0.0,0.0,0.0,True,True
2412,2,1,3,720,2412,1120,0.0,1,2,25.0,86.48996531390218,0.0,0.0,True,True
254328,1,1,1,0,254328,12156,0.0,1,0,50.0,66.83032395552186,94.69,0.0,True,True
1152,1,1,10,0,1152,850,0.0,8,2,11.11111111111111,83.06593338360129,89.31,0.0,True,True
11477172,1,0,667,0,0,121938,0.0,319,348,1.0,78.09208538642064,0.0,0.0,True,False
43884,1,1,9,0,43884,901,0.0,9,0,14.285714285714286,47.40679050214521,56.68,0.0,True,True
10344,1,1,4,0,10344,1647,0.0,4,0,20.0,75.173126182167,87.18,0.0,True,True
684,1,1,6,0,684,214,3.32,3,3,33.333333333333336,37.43528371291804,53.35,3.32,True,True
2928,1,1,0,0,2928,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
12642540,1,0,537,0,0,1473228,4.38,285,252,1.851851851851852,59.27596330660451,6.43,4.38,True,False
1404,1,1,20,0,1404,95,0.0,14,6,7.6923076923076925,55.97918081407929,54.49,0.0,True,True
14880,1,1,153,0,4332,2068,0.0,148,5,1.0,31.525538853443887,9.69,0.0,True,True
588,1,1,17,0,588,213,0.0,17,0,5.2631578947368425,63.01069441393512,66.45,0.0,True,True
4764,1,1,5,0,4764,14,0.0,3,2,50.0,70.56925676241745,99.9,0.0,True,True
43920,1,1,13,0,43920,1,0.0,13,0,6.666666666666667,54.17357627724672,54.18,0.0,True,True
12324384,1,0,2011,0,0,93884,0.0,1090,921,1.0,71.69050006800062,0.0,0.0,True,False
95736,1,1,63,0,95736,3533,0.0,53,10,100.0,0.0,0.0,0.0,True,True
29184,1,1,19,0,29184,1152,0.0,17,2,7.142857142857143,71.83878538585049,75.96,0.0,True,True
101088,1,1,22,0,101088,5885,0.0,20,2,6.25,17.423151264911866,5.16,0.0,True,True
97272,1,0,25,0,0,9579,0.0,17,8,100.0,0.0,100.0,0.0,True,True
3504,1,0,88,0,0,861,0.0,64,24,100.0,0.0,0.0,0.0,True,True
88440,1,1,47,0,88440,1539,0.0,38,9,3.225806451612903,47.47905208717602,49.21,0.0,True,True
25320,1,0,202,0,0,1648,0.0,140,62,100.0,0.0,0.0,0.0,True,True
3552,1,0,15,0,0,752,0.0,12,3,100.0,0.0,0.0,0.0,True,True
4884,1,1,26,0,4884,729,0.0,24,2,10.0,23.757156816420604,23.3,0.0,True,True
8751708,1,0,33,0,0,598992,0.0,3,30,3.225806451612903,76.73105198490164,0.0,0.0,True,False
540,1,1,9,0,540,60,0.0,8,1,11.11111111111111,55.34252875401419,55.15,0.0,True,True
30924,1,1,72,0,30924,1095,54.25,72,0,33.333333333333336,40.63311006227967,45.17,0.0,True,True
10720308,1,0,851,0,0,106590,0.0,503,348,1.5625,72.94157353663276,0.0,0.0,True,False
6229716,1,1,59,0,6229716,26690,0.0,25,34,20.0,86.31970632480164,97.2,0.0,True,True
324,1,1,3,0,324,224,0.0,1,2,50.0,70.03185560871566,0.0,0.0,True,True
27900,1,1,49,0,27900,24,0.0,45,4,2.2222222222222223,61.736404081294616,63.22,0.0,True,True
47544,1,1,7,0,47544,644,0.0,6,1,16.666666666666668,74.34278108868406,84.23,0.0,True,True
9165240,1,1,14,0,9165240,799907,0.0,5,9,5.2631578947368425,65.39972943771492,0.0,0.0,True,True
120,1,1,0,0,120,0,0.0,0,0,50.0,26.714494193227768,68.89,0.0,True,True
204,1,1,28,0,204,42,0.0,22,6,5.2631578947368425,53.25253618867664,50.64,0.0,True,True
19872,1,1,21,0,19872,865,0.0,20,1,5.882352941176471,74.06424409214729,77.52,0.0,True,True
360,1,1,10,0,360,43,0.0,10,0,9.090909090909092,79.31859107995483,84.7,0.0,True,True
105492,1,0,18,0,0,6117,0.0,13,5,100.0,0.0,100.0,0.0,True,True
1981272,1,1,43,0,1981272,100,0.0,40,3,2.4390243902439024,28.809499830573323,23.9,0.0,True,True
11833020,1,0,958,0,0,61286,0.0,536,422,1.2345679012345678,78.89447906641183,0.0,0.0,True,False
1464,1,0,8,0,0,1066,0.0,6,2,100.0,0.0,0.0,0.0,True,True
96564,1,1,23,0,96564,387,0.0,21,2,6.666666666666667,50.47416467857592,54.12,0.0,True,True
10236,1,1,14,0,10236,911,0.0,12,2,9.090909090909092,22.19791677367291,9.79,0.0,True,True
741024,1,1,44,0,741024,158851,0.0,38,6,4.0,37.234843896544,38.03,0.0,True,True
1967640,1,1,100,0,197580,39555,0.0,80,20,100.0,0.0,0.0,0.0,True,True
62664,1,1,28,0,62664,14201,0.0,23,5,8.333333333333334,24.238686708098136,1.14,0.0,True,True
95904,1,0,14,0,0,7454,0.0,11,3,100.0,0.0,0.0,0.0,True,True
11588496,1,0,1447,0,0,567567,0.0,821,626,1.0,64.14649094065858,0.56,0.0,True,False
6156,1,1,23,0,6156,824,0.0,21,2,11.11111111111111,28.433284681474596,29.54,0.0,True,True
16116,1,1,77,0,16116,1646,0.0,62,15,100.0,0.0,0.0,0.0,True,True
1500,1,1,0,0,1500,0,0.0,0,0,14.285714285714286,19.935610635959247,20.0,0.0,True,True
606240,1,1,32,0,606240,22851,0.0,27,5,5.2631578947368425,83.15879514835649,85.79,0.0,True,True
2784,1,1,26,0,2784,479,0.0,25,1,10.0,49.880838004187545,55.15,0.0,True,True
31728,1,1,1,0,31728,31680,0.0,1,0,33.333333333333336,49.01724050440484,69.54,0.0,True,True
1120668,1,0,38,0,0,411802,20.0,36,2,7.142857142857143,76.36050933377989,0.0,20.0,True,False
2184,1,1,4,0,2184,327,0.0,2,2,33.333333333333336,45.95000398984386,65.04,0.0,True,True
6432,1,0,136,0,0,1098,0.0,95,41,100.0,0.0,0.0,0.0,True,True
1668,1,1,22,0,1668,675,0.0,21,1,12.5,39.59840148288816,44.49,0.0,True,True
12494556,1,0,188,0,0,5465730,0.0,99,89,1.0,52.99338354926967,0.0,0.0,True,False
39228,1,0,63,0,0,1523,0.0,47,16,100.0,0.0499999999999971,0.0,0.0,True,True
65796,1,1,16,0,65796,1620,0.0,15,1,14.285714285714286,59.83922029667737,65.24,0.0,True,True
59520,1,1,26,0,59520,1903,0.0,22,4,5.882352941176471,80.63782767994915,83.98,0.0,True,True
2683704,1,1,234,0,2683704,10439,0.0,122,112,3.4482758620689653,75.42002041441215,77.45,0.0,True,False
277548,1,1,23,0,277548,5371,0.0,22,1,4.761904761904762,42.96905309416911,44.35,0.0,True,True
61416,1,1,26,0,61416,300,0.0,22,4,5.2631578947368425,78.88115878032166,81.74,0.0,True,True
2832864,1,0,148,0,0,25368,0.0,73,75,5.555555555555555,86.55372480591335,0.0,0.0,True,False
4944,1,1,11,0,4944,2996,0.0,10,1,100.0,0.0,100.0,0.0,True,True
3828,1,0,176,0,0,1739,0.0,124,52,100.0,0.0,0.0,0.0,True,False
2520,1,0,20,0,0,663,0.0,16,4,100.0,0.0,0.0,0.0,True,True
25824,1,1,25,0,25824,1075,0.0,23,2,5.0,72.39156304432169,75.29,0.0,True,True
19368,1,1,43,0,19368,507,0.6,42,1,2.380952380952381,75.99593595023606,77.45,0.0,True,True
8538912,1,0,160,0,0,429004,0.0,136,24,50.0,0.0,50.0,0.0,True,True
13800,1,0,70,0,0,563,0.0,44,26,33.333333333333336,81.5761807555776,0.0,0.0,True,True
2184,1,0,25,0,0,816,0.0,20,5,100.0,0.0,100.0,0.0,True,True
12558684,1,0,1132,0,0,1317668,0.0,703,429,1.0,55.3635123524511,0.0,0.0,True,False
17652,1,1,24,0,17652,878,0.0,22,2,5.882352941176471,68.9972847718108,72.41,0.0,True,True
2700,1,0,120,0,0,1129,0.0,80,40,100.0,0.0,0.0,0.0,True,True
2340,1,1,1,0,2340,1896,0.0,1,0,50.0,70.59754103366491,99.92,0.0,True,True
69768,1,1,69,0,69768,392,0.0,58,11,3.8461538461538463,46.26672088595065,45.69,0.0,True,True
17316,1,0,98,0,0,1008,0.0,69,29,50.0,70.64705584806772,0.0,0.0,True,True
12542520,1,0,677,0,0,1139894,0.0,416,261,1.0,67.4011847076889,0.0,0.0,True,False
71280,1,1,22,0,71280,1650,0.0,18,4,6.25,74.88374322908813,78.53,0.0,True,True
823872,2,1,6,18240,823872,1778,0.0,5,1,20.0,45.332427687032165,51.28,0.0,True,True
191040,1,0,45,0,0,12071,0.0,42,3,100.0,0.0,0.0,0.0,True,True
1932,1,0,105,0,0,888,0.0,75,30,100.0,0.0,0.0,0.0,True,True
3888,1,0,26,0,0,752,0.0,19,7,100.0,0.0,0.0,0.0,True,True
12471888,9,0,109,1947828,0,1519711,0.0,73,36,5.882352941176471,64.19847785441279,0.0,0.0,True,False
6336,1,1,56,0,6336,1069,0.87,54,2,4.761904761904762,62.0606852010115,65.19,0.0,True,True
542976,1,1,63,0,542976,234070,15.81,42,21,14.285714285714286,53.493698560805136,0.0,15.81,True,True
75972,1,0,238,0,0,10706,0.0,191,47,50.0,70.68239526218676,0.0,0.0,True,True
53244,1,1,0,0,53244,0,0.0,0,0,50.0,38.72116733777534,77.38,0.0,True,True
339540,1,1,23,0,46860,16152,0.0,15,8,16.666666666666668,56.78840315886099,0.0,0.0,True,False
78900,1,2,70,0,39990,397,0.0,60,10,3.333333333333333,92.233270931192,0.0,0.0,True,True
11784,1,0,106,0,0,2743,0.0,87,19,100.0,0.0,0.0,0.0,True,True
492,1,1,1,0,492,300,0.0,1,0,33.333333333333336,81.03777925552171,99.5,0.0,True,True
1860,1,1,3,0,1860,816,0.0,3,0,33.333333333333336,49.881837375942766,0.0,0.0,True,True
80592,1,1,51,0,80592,371,0.0,45,6,5.555555555555555,74.62958975276942,77.74,0.0,True,True
2412204,1,0,533,0,0,382575,0.0,221,312,1.7857142857142858,73.80641019392752,0.0,0.0,True,False
477540,2,0,4,1368,0,129786,0.0,2,2,33.333333333333336,75.56637391503357,94.99,0.0,True,False
852,1,1,44,0,852,91,0.0,40,4,2.857142857142857,59.16389029032585,59.99,0.0,True,True
82464,1,1,51,0,82464,2461,0.0,42,9,6.666666666666667,82.69654970634105,86.54,0.0,True,True
1800,1,0,25,0,0,570,0.0,21,4,100.0,0.0,0.0,0.0,True,True
1404,1,1,2,0,1404,600,0.0,2,0,50.0,69.62173511196055,0.0,0.0,True,True
28308,1,1,165,0,28308,189,0.0,113,52,1.1235955056179776,20.165065073988792,20.13,0.0,True,True
972,1,1,14,0,972,437,0.0,12,2,7.6923076923076925,85.2706070740043,89.6,0.0,True,True
7881084,1,0,310,0,0,198598,0.0,212,98,2.127659574468085,58.80396836731923,5.43,0.0,True,False
12721536,1,1,841,0,7544316,5398500,0.0,537,304,1.0,23.872442271372226,0.0,0.0,True,False
154332,1,1,119,0,25704,12760,0.0,82,37,100.0,0.0,100.0,0.0,True,True
8892,1,1,52,0,8892,8081,0.0,42,10,2.5641025641025643,37.58641700920352,39.19,0.0,True,True
2520,1,1,1,0,2520,576,20.0,1,0,33.333333333333336,57.52101065407898,79.0,20.0,True,True
7716,1,0,82,0,0,854,0.0,57,25,100.0,0.0,0.0,0.0,True,True
2016,1,0,52,0,0,717,0.0,38,14,2.9411764705882355,29.59890459022389,0.0,0.0,True,False
96,1,1,0,0,96,0,0.0,0,0,50.0,19.79898987322333,64.0,0.0,True,True
12606552,1,0,2658,0,0,1560701,9.68,1533,1125,1.0,54.26094543960694,0.0,9.68,True,False
2904,1,1,7,0,2904,361,0.08,7,0,25.0,36.64713904249553,0.0,0.08,True,True
696972,1,1,28,0,696972,1501,0.0,23,5,5.555555555555555,80.78069344424654,84.06,0.0,True,True
1632,1,1,2,0,1632,480,0.0,2,0,50.0,56.296256536292,23.02,0.0,True,True
1752,1,0,85,0,0,910,0.0,60,25,100.0,0.0,0.0,0.0,True,True
7873788,1,1,248,0,7873356,37329,0.0,113,135,3.333333333333333,73.44585352489274,0.0,0.0,True,False
936,1,1,19,0,936,104,0.0,17,2,5.555555555555555,62.063862629105216,65.35,0.0,True,True
1404,1,1,10,0,1404,476,0.0,10,0,8.333333333333334,92.9411975390892,97.32,0.0,True,True
314484,1,1,74,0,16056,5869,0.6,72,2,7.142857142857143,80.27048950713012,84.47,0.0,True,True
210684,1,1,13,0,210684,396,0.0,7,6,16.666666666666668,67.74661098534744,77.58,0.0,True,True
10224,1,0,184,0,0,876,0.0,124,60,100.0,0.0,0.0,0.0,True,True
3198012,1,0,1049,0,0,12021,0.0,558,491,1.075268817204301,69.45278909376655,2.41,0.0,True,False
10820748,1,0,105,0,0,485202,0.0,84,21,2.5641025641025643,93.94570122941856,0.0,0.0,True,True
1236,1,1,1,0,1236,564,0.0,1,0,50.0,65.30389651467974,94.17,0.0,True,True
984,1,1,125,0,984,336,0.0,83,42,1.6129032258064515,49.03463752715372,50.21,0.0,True,True
360,1,1,1,0,360,192,0.0,1,0,50.0,70.31471112078894,99.69,0.0,True,True
216,1,1,4,0,216,9,0.0,4,0,16.666666666666668,64.00729125133583,73.0,0.0,True,True
1044,1,1,26,0,1044,231,0.0,18,8,7.142857142857143,83.52836695227725,87.47,0.0,True,True
426768,1,1,64,0,426768,12714,2.79,36,28,5.2631578947368425,64.55665369922843,67.8,2.79,True,True
180,1,1,2,0,180,12,0.0,2,0,25.0,76.57728514383362,91.02,0.0,True,True
132,1,1,0,0,132,0,0.0,0,0,50.0,26.714494193227768,68.89,0.0,True,True
1680,1,0,65,0,0,676,0.0,45,20,100.0,0.0,0.0,0.0,True,False
10044,1,1,80,0,10044,3696,0.0,72,8,1.9230769230769231,46.880990406970525,47.25,0.0,True,True
348,1,1,41,0,348,12,0.0,41,0,2.3255813953488373,58.182291639854775,59.6,0.0,True,True
12576,1,0,48,0,0,610,0.0,35,13,100.0,0.0400000000000062,0.0,0.0,True,True
3261948,1,1,26,0,3261948,812732,0.0,23,3,4.761904761904762,69.65744458214273,72.67,0.0,True,True
2734380,1,1,362,0,2734380,16083,0.0,160,202,2.9411764705882355,77.82776753832789,79.39,0.0,True,False
3108,1,1,4,0,3108,42,0.0,2,2,50.0,41.29503602129438,0.0,0.0,True,True
38436,1,1,1,0,38436,2172,0.0,1,0,33.333333333333336,43.48261568335864,62.66,0.0,True,True
336,1,1,14,0,336,52,0.0,7,7,50.0,36.14729865425631,75.56,0.0,True,True
480,1,1,15,0,252,181,0.0,12,3,9.090909090909092,54.189538574424965,0.0,0.0,True,True
3325380,1,1,168,0,29856,20727,0.0,126,42,1.0,31.351224856454948,31.92,0.0,True,True
14700,1,0,65,0,0,704,0.0,48,17,100.0,0.0499999999999971,0.0,0.0,True,True
39012,1,1,34,0,39012,740,0.0,31,3,8.333333333333334,44.50426870911748,47.49,0.0,True,True
11658060,2,1,677,2190,71436,108665,0.0,336,341,1.818181818181818,77.48981493191101,0.0,0.0,True,False
948,1,1,86,0,948,26,0.0,86,0,2.127659574468085,55.857673219055656,57.14,0.0,True,True
9507384,1,1,156,0,7825284,157937,0.0,73,83,2.631578947368421,75.82759638604014,0.0,0.0,True,False
7842024,1,1,964,0,7842024,39614,0.0,538,426,1.1235955056179776,64.9245785940731,64.89,0.0,True,False
7778940,1,1,520,0,3237984,54943,0.0,208,312,2.083333333333333,76.19062300134662,77.39,0.0,True,False
11498148,1,1,836,0,7220292,314174,0.0,383,453,1.1494252873563218,84.7116755988135,0.0,0.0,True,False
6384,1,1,7,0,6384,2019,0.0,3,4,50.0,70.44197754180387,99.81,0.0,True,True
27612,1,0,102,0,0,1050,0.0,74,28,33.333333333333336,63.86139757318188,0.0,0.0,True,True
370224,1,1,0,0,370224,0,0.0,0,0,50.0,63.63961030678928,95.0,0.0,True,True
732,1,1,47,0,732,229,0.0,37,10,2.9411764705882355,85.09943965392351,86.78,0.0,True,True
3356556,1,0,135,0,0,46267,0.0,75,60,100.0,0.0,0.0,0.0,True,False
8487492,1,1,148,0,40392,438240,0.0,107,41,100.0,0.0,0.0,0.0,True,True
540,1,1,67,0,540,56,0.0,64,3,1.5384615384615383,47.86916126275876,48.88,0.0,True,True
312,1,1,32,0,312,94,0.0,20,12,9.090909090909092,64.64566722456418,65.54,0.0,True,True
10199220,1,0,969,0,0,309616,11.98,557,412,1.1904761904761905,71.25136526678605,0.0,11.98,True,False
718248,1,0,336,0,0,10283,0.0,186,150,2.4390243902439024,76.63713668654508,0.0,0.0,True,False
8813436,1,1,30,0,8813436,6245,0.0,22,8,7.142857142857143,39.50955996428495,44.26,0.0,True,False
10812,1,1,3,0,10812,9896,0.0,3,0,20.0,85.13265765850377,96.14,0.0,True,True
66252,1,1,2,0,66252,1842,0.0,2,0,25.0,63.1964223670929,78.05,0.0,True,True
8796,1,0,88,0,0,772,0.0,61,27,100.0,0.0600000000000022,0.0,0.0,True,True
3193248,1,0,121,0,0,26508,0.0,110,11,1.0,16.017621546284577,0.0,0.0,True,False
11897280,1,0,751,0,0,889636,0.0,319,432,2.380952380952381,70.0633873207479,0.0,0.0,True,False
1728,1,1,396,0,1728,281,0.0,242,154,1.075268817204301,63.66364361454326,64.38,0.0,True,True
6132,1,0,117,0,0,476,0.0,76,41,100.0,0.0,0.0,0.0,True,True
3487284,10,1,41,140662,3487284,89941,0.0,22,19,14.285714285714286,60.14695634147132,0.0,0.0,True,False
468,1,1,8,0,468,52,0.0,8,0,10.0,57.00926065123105,50.82,0.0,True,True
1332,1,1,9,0,1332,604,0.0,7,2,25.0,82.2239581873799,96.2,0.0,True,True
599232,4,0,28,1629,0,24149,0.0,21,7,100.0,0.0,100.0,0.0,True,True
3040500,1,0,421,0,0,18560,0.0,204,217,2.3255813953488373,85.68236019646756,0.0,0.0,True,False
10440108,1,0,460,0,0,57262,0.0,258,202,1.5151515151515151,83.75773780627223,0.0,0.0,True,False
9396,1,0,90,0,0,976,0.0,58,32,100.0,0.0499999999999971,0.0,0.0,True,True
140628,1,1,59,0,140628,3178,0.0,56,3,1.818181818181818,25.60531141633065,25.84,0.0,True,True
792,1,1,11,0,792,144,0.0,8,3,14.285714285714286,54.73648848280799,48.23,0.0,True,True
1464,1,1,32,0,1464,655,0.0,28,4,5.2631578947368425,75.38401093907882,78.34,0.0,True,True
11902164,2,2,663,534,4547688,416493,0.0,386,277,1.5873015873015872,57.18756248673835,0.0,0.0,True,True
12649728,1,1,500,0,6535020,3059891,0.84,283,217,1.0,31.3419638823096,0.0,0.84,True,False
56292,2,1,22,24204,1008,9968,0.0,16,6,6.666666666666667,88.35525526720713,0.0,0.0,True,True
10962228,1,1,269,0,10962228,57440,0.0,127,142,3.333333333333333,78.3018126652676,80.14,0.0,True,False
324,1,1,41,0,324,49,0.0,37,4,2.702702702702702,57.457232979161326,55.66,0.0,True,True
8117448,29,4,770,165306,2185962,248075,0.0,467,303,1.0,56.487372925283054,54.55,0.0,True,True
12069552,1,0,2047,0,0,60421,0.0,1144,903,1.0,73.2562987052991,0.0,0.0,True,False
21768,1,0,61,0,0,3463,0.0,30,31,5.555555555555555,67.18968265705351,0.0,0.0,True,False
3270780,1,1,93,0,3270780,32001,0.0,42,51,8.333333333333334,74.45834070136134,79.04,0.0,True,True
792,1,1,5,0,792,76,0.0,5,0,14.285714285714286,86.52324179911759,94.39,0.0,True,True
684,1,1,2,0,684,120,0.0,2,0,25.0,83.61219408674789,97.41,0.0,True,True
504,1,1,5,0,504,218,0.0,5,0,16.666666666666668,82.08569851076373,91.58,0.0,True,True
8069472,1,1,183,0,8069472,65096,0.0,93,90,2.0,60.709649150691085,62.09,0.0,True,False
166368,1,0,31,0,0,8891,0.0,21,10,100.0,0.0,100.0,0.0,True,True
156,1,1,5,0,156,26,0.0,4,1,20.0,61.98177796739942,73.12,0.0,True,True
4524,1,1,55,0,684,576,0.0,49,6,2.127659574468085,53.17798594683421,53.01,0.0,True,True
144,1,1,0,0,144,0,0.0,0,0,50.0,38.80602015151773,77.44,0.0,True,True
1608,1,1,5,0,1608,1219,0.0,4,1,16.666666666666668,86.76804672996468,95.87,0.0,True,True
1062972,1,0,135,0,0,95881,0.0,80,55,2.631578947368421,59.52819420462172,0.0,0.0,True,False
288,1,1,4,0,288,117,0.0,3,1,25.0,60.22112420073209,75.18,0.0,True,True
456,1,1,17,0,96,76,0.0,14,3,12.5,60.136264433368325,0.0,0.0,True,True
12739104,8,3,3759,395632,3255340,2759081,0.0,2034,1725,1.0,27.724795761195416,0.0,0.0,True,False
5422596,1,1,36,0,5422596,328948,66.67,12,24,4.0,70.9146966432206,31.36,66.67,True,True
444,1,1,13,0,360,209,0.0,12,1,8.333333333333334,84.58705515621172,0.0,0.0,True,True
15516,1,0,98,0,0,1168,0.0,69,29,100.0,0.0,0.0,0.0,True,True
10267800,1,0,76,0,0,292992,0.0,41,35,12.5,80.09664599719517,6.9,0.0,True,False
8232,1,1,1,0,8232,972,0.0,1,0,50.0,60.34449270645997,92.67,0.0,True,True
468,1,1,18,0,468,446,0.0,18,0,4.761904761904762,57.62534672966651,57.95,0.0,True,True
1008,1,1,152,0,1008,407,0.0,103,49,1.2195121951219512,52.29196706485801,53.09,0.0,True,True
96,1,1,1,0,96,96,0.0,1,0,50.0,42.42640687119285,80.0,0.0,True,True
12587076,1,0,3569,0,0,471537,3.73,2068,1501,1.0,66.63574416182354,0.0,3.73,True,False
8369796,1,1,120,0,8369784,76056,0.0,83,37,1.492537313432836,46.94615764799552,0.0,0.0,True,False
2762232,1,1,36,0,2762232,3838,0.0,17,19,12.5,66.69867539914118,0.0,0.0,True,False
5186412,1,1,172,0,5186412,987,0.0,68,104,4.761904761904762,62.340367339309125,41.72,0.0,True,False
1416,1,1,220,0,1416,826,0.0,152,68,1.0,20.498175528568424,7.41,0.0,True,True
2570460,1,1,312,0,948072,21029,0.0,173,139,4.0,89.53262366310955,4.76,0.0,True,False
35316,4,1,95,270,552,756,0.0,85,10,1.36986301369863,38.87868958837978,36.56,0.0,True,True
8552688,3,2,1461,48840,4347078,130388,0.0,664,797,1.0,69.53472585694146,69.9,0.0,True,False
1140,1,1,6,0,1140,32,0.0,6,0,12.5,62.605073276851925,63.04,0.0,True,True
30288,1,1,24,0,168,1302,0.0,19,5,6.666666666666667,53.47015585040563,57.49,0.0,True,True
7565772,1,0,161,0,0,609327,0.0,92,69,3.0303030303030303,75.98832938702036,0.1,0.0,True,False
1045428,1,0,334,0,0,4704,0.0,174,160,2.127659574468085,67.80064446125645,3.82,0.0,True,False
21240,1,1,26,0,1332,1616,0.0,26,0,3.703703703703704,56.85619077663956,58.7,0.0,True,True
12456276,1,0,183,0,0,3136291,0.0,81,102,3.0303030303030303,71.48779264300795,0.0,0.0,True,False
588,1,1,14,0,588,248,4.3,9,5,16.666666666666668,71.76529360816875,81.87,4.3,True,True
10889988,1,0,757,0,0,110298,1.77,431,326,2.380952380952381,75.16148241017626,0.0,1.77,True,False
407832,1,1,76,0,407832,213,0.0,58,18,1.96078431372549,30.533574962653816,31.32,0.0,True,True
11623464,1,0,760,0,0,179425,0.0,417,343,1.5151515151515151,69.57084198531344,5.0,0.0,True,False
2376,1,1,1,0,2376,12,0.0,1,0,33.333333333333336,67.60962702653126,88.35,0.0,True,True
3828,1,1,28,0,3828,231,0.0,28,0,3.333333333333333,72.26208018963567,0.01,0.0,True,True
184752,1,0,12,0,0,15573,0.0,9,3,100.0,0.0,100.0,0.0,True,True
3384,1,1,4,0,3384,525,0.0,4,0,16.666666666666668,73.39719295268269,83.37,0.0,True,True
25200,2,2,269,1038,2574,2260,0.0,141,128,1.639344262295082,58.92170545537943,59.96,0.0,True,True
12757512,3,4,17666,2097824,4411737,3993313,2.11,8818,8848,1.0,18.6975158777844,0.0,2.11,True,False
1332,1,0,16,0,0,438,0.0,14,2,100.0,0.0,0.0,0.0,True,True
27312,1,0,163,0,0,2866,0.0,111,52,100.0,0.0100000000000051,0.0,0.0,True,True
275388,1,1,63,0,275388,2504,0.0,41,22,2.3255813953488373,46.59080458731126,33.32,0.0,True,True
4680,1,0,18,0,0,877,0.0,14,4,100.0,0.0,0.0,0.0,True,True
